Crosswalk2013_CBSA Code,Crosswalk2013_CBSA Title,Crosswalk2013_State Name,AVLN_EALPE,CFLD_EALPE,CWAV_EALPE,ERQK_EALPE,HAIL_EALPE,HWAV_EALPE,HRCN_EALPE,ISTM_EALPE,LNDS_EALPE,LTNG_EALPE,RFLD_EALPE,SWND_EALPE,TRND_EALPE,TSUN_EALPE,VLCN_EALPE,WFIR_EALPE,WNTW_EALPE,AVLN_EALB,CFLD_EALB,CWAV_EALB,ERQK_EALB,HAIL_EALB,HWAV_EALB,HRCN_EALB,ISTM_EALB,LNDS_EALB,LTNG_EALB,RFLD_EALB,SWND_EALB,TRND_EALB,TSUN_EALB,VLCN_EALB,WFIR_EALB,WNTW_EALB,AVLN_EXPPE,CFLD_EXPPE,CWAV_EXPPE,ERQK_EXPPE,HAIL_EXPPE,HWAV_EXPPE,HRCN_EXPPE,ISTM_EXPPE,LNDS_EXPPE,LTNG_EXPPE,RFLD_EXPPE,SWND_EXPPE,TRND_EXPPE,TSUN_EXPPE,VLCN_EXPPE,WFIR_EXPPE,WNTW_EXPPE,BUILDVALUE,POPULATION,Migration16to20_A_Inflow_Estimate,Migration16to20_A_Outflow_Estimate,Migration16to20_A_NetMigration_Estimate,Migration16to20_A_GrossMigration_Estimate,Migration16to20_A_Inflow_MOE,Migration16to20_A_Outflow_MOE,Migration16to20_A_NetMigration_MOE,Migration16to20_A_GrossMigration_MOE,HousingPI22_Metro Name,HousingPI22_GEOID.1,HousingPI22_1980,HousingPI22_1981,HousingPI22_1982,HousingPI22_1983,HousingPI22_1984,HousingPI22_1985,HousingPI22_1986,HousingPI22_1987,HousingPI22_1988,HousingPI22_1989,HousingPI22_1990,HousingPI22_1991,HousingPI22_1992,HousingPI22_1993,HousingPI22_1994,HousingPI22_1995,HousingPI22_1996,HousingPI22_1997,HousingPI22_1998,HousingPI22_1999,HousingPI22_2000,HousingPI22_2001,HousingPI22_2002,HousingPI22_2003,HousingPI22_2004,HousingPI22_2005,HousingPI22_2006,HousingPI22_2007,HousingPI22_2008,HousingPI22_2009,HousingPI22_2010,HousingPI22_2011,HousingPI22_2012,HousingPI22_2013,HousingPI22_2014,HousingPI22_2015,HousingPI22_2016,HousingPI22_2017,HousingPI22_2018,HousingPI22_2019,HousingPI22_2020,HousingPI22_2021,HousingPI22_2022
19820,"Detroit-Warren-Dearborn, MI",Michigan,0.0,5330.523768341585,19501610.93648104,1022378.8961472207,923165.812267133,30955734.70208836,11321.18278479814,253884.77609930688,104400.00000000284,3426414.1183043704,14020715.717720635,8936237.838188097,109335917.21473268,0.0,0.0,52568.00936398533,326646.5653121524,0.0,887584.1378608498,14052.919127277575,3775226.9,2183865.4883646592,79061.29361642076,1998362.388495838,16374283.337982258,358500.0,684771.090620997,53939559.907309,36763707.22003841,94124760.7862691,0.0,0.0,629480.9492444872,754319.7808970866,0.0,277797226747.3994,50918187584683.56,50947675600000.0,50918188400000.0,50918187584683.56,50756525911563.67,50906771660555.69,2704152715697.955,50918188400000.0,890413826102.3573,50918188400000.0,50918188400000.0,0.0,0.0,8546278785826.767,50918187584683.56,858077938015.0,4389499.0,85114.0,112622.0,-27508.0,197736.0,3185.5244466178565,3697.557977909204,4928.207787827133,4833.610762152865,"Detroit-Warren-Dearborn, MI",19820.0,2.1,2.2,2.0,1.9,1.7,1.7,1.7,1.9,2.0,2.0,2.1,2.2,2.3,2.3,2.3,2.3,2.5,2.6,2.6,2.7,2.9,3.0,3.3,3.4,3.6,3.6,3.6,3.3,3.0,2.5,2.2,2.1,2.0,2.1,2.4,2.7,2.8,2.9,3.0,3.0,3.1,3.3,3.8
20020,"Dothan, AL",Alabama,0.0,0.0,0.0,75400.86012086109,74547.09158664272,300401.1306256531,511101.1529842116,10060.323754350266,52199.999999998814,1066459.0874437252,359504.75126728864,555930.3923084314,7723187.300511,0.0,0.0,4104.302565394261,54753.6186653475,0.0,0.0,0.0,346626.0,26442.394703505644,2928.7361199581783,28250636.196840547,2211.304788205974,13499.999999999967,30250.32281317167,3895538.480815449,371712.39146642096,3686352.0667156354,0.0,0.0,48609.57989658276,33409.159461699994,0.0,0.0,0.0,1751681200000.0,1749512000000.0,1749512000000.0,1749511231502.5662,1734308937801.949,142518065340.7877,1749512000000.0,36828240397.572624,1749512000000.0,1749512000000.0,0.0,0.0,454214140266.7096,1749512000000.0,31601732321.0,150820.0,5361.0,7465.0,-2104.0,12826.0,495.0242418306401,1198.042570195233,1285.5683567978797,1306.7455758486424,"Dothan, AL",20020.0,3.0,2.8,2.7,2.7,2.7,2.6,2.5,2.5,2.4,2.3,2.2,2.2,2.3,2.4,2.4,2.5,2.5,2.6,2.6,2.6,2.6,2.7,2.7,2.8,2.8,3.0,3.2,3.2,3.2,3.1,3.0,3.0,2.9,2.9,2.9,3.0,2.9,3.0,3.0,3.0,3.0,3.5,4.1
20100,"Dover, DE",Delaware,0.0,70457.42891488217,0.0,93635.1901868524,644.0744024094046,1444965.8844124544,311232.47961961315,35726.31891581646,17400.000000000193,374923.7770821976,475922.2417075568,55312.90963938231,1507199.16323627,0.0,0.0,8172.418654864586,136864.3388513816,0.0,1811444.9162464377,0.0,335107.9,45365.85545696631,0.014597610059454,10204729.592319887,121757.2294338798,4499.999999999996,31666.528985007,62602.23401985834,313776.23216427973,668887.9732884953,0.0,0.0,314760.849861129,140211.04441555255,0.0,50492183151.3898,0.0,2109471600000.0,2107778000000.0,2107778000000.0,2106170114807.5056,2107778000000.0,14723946809.121374,2107778000000.0,43152567700.0154,2107778000000.0,2107778000000.0,0.0,0.0,79189774705.69531,2107778000000.0,32684649803.0,181705.0,11410.0,9173.0,2237.0,20583.0,1354.269914012713,1207.9817879421855,1853.501281359147,1773.8142518313466,"Dover, DE",20100.0,2.3,2.2,2.1,2.1,2.1,2.1,2.2,2.4,2.4,2.5,2.6,2.6,2.5,2.5,2.4,2.3,2.3,2.3,2.3,2.2,2.2,2.3,2.6,2.8,3.2,3.7,4.2,4.0,3.9,3.6,3.7,3.2,3.3,3.3,3.3,3.4,3.5,3.6,3.5,3.7,3.9,4.4,4.6
20220,"Dubuque, IA",Iowa,0.0,0.0,2443747.5208372995,13880.84534168174,4202.14564808591,420927.1173516986,21.727651503530662,157996.70040323908,17400.000000000167,333581.4939139636,457090.7959094999,856715.2143987353,3844156.432342352,0.0,0.0,1878.2562622816188,32180.85132134051,0.0,0.0,493.90121777002776,56606.8,202293.8146622143,2556.5982217943247,5824.449224799549,196190.4082864908,105000.00000000058,30521.447705364608,1752391.8693120084,967651.471741226,3847823.9233807176,0.0,0.0,22903.90849287181,2750.1310253498527,0.0,0.0,1150116734156.776,1151485600000.0,1150116800000.0,1150116734156.776,1145867680094.3054,1150116734156.776,580925365292.8525,1150116800000.0,13914202644.716713,1150116800000.0,1150116800000.0,0.0,0.0,298473099475.8025,1150116734156.776,20647518650.0,99148.0,4755.0,4149.0,606.0,8904.0,636.0141507859711,625.7906998350168,886.5805095985361,897.2062193275301,"Dubuque, IA",20220.0,2.6,2.5,2.5,2.5,2.4,2.3,2.2,2.1,2.0,1.9,1.9,2.0,2.0,2.1,2.2,2.3,2.3,2.3,2.3,2.3,2.4,2.5,2.5,2.6,2.6,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.4,2.7
20260,"Duluth, MN-WI",Minnesota,0.0,22.853750574324305,4628191.118259812,903.5974434925076,110769.63687016048,186376.9900414879,0.0,50169.35083145502,78848.33435614755,1929668.718967724,466564.4426265332,544840.8402306291,1690103.2649345133,0.0,0.0,8989.18178473294,70273.72811666924,0.0,6732.213845169053,22609.38838563439,3877.3,1571986.0975889114,638.1561957602455,0.0,366006.7064301382,159257.96185542998,219644.8934037449,1586964.5460619694,12106.28206511423,1315007.586153665,0.0,0.0,1291597.5345443909,293320.2128985288,0.0,997925036.4141828,1810481600000.0,3256502800000.0,3253266400000.0,933246128183.369,0.0,3246089223392.596,695993573489.8373,3253266400000.0,40671557076.95448,3253266400000.0,3253266400000.0,0.0,0.0,484737922148.2092,1810481600000.0,71059196411.0,280454.0,14899.0,12781.0,2118.0,27680.0,1058.5381429121958,1404.9202824359822,1761.7752410565884,1756.9661351318073,"Duluth, MN-WI",20260.0,2.2,2.1,2.2,2.3,2.2,2.1,2.1,2.0,1.9,1.8,1.8,1.8,1.9,2.0,1.9,1.9,1.9,1.9,1.9,1.9,2.1,2.3,2.5,2.7,3.0,3.1,3.3,3.2,3.2,3.0,2.9,2.8,2.7,2.6,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.9,3.2
20500,"Durham-Chapel Hill, NC",North Carolina,0.0,0.0,0.0,166574.19985169917,1040346.7824457256,2192406.948129568,387883.1576954327,118936.82974337692,94810.81903380364,1372279.2263988347,1789876.4963290645,1380884.483561232,10650665.038830897,0.0,0.0,38257.90528537591,1618742.6524794989,0.0,0.0,0.0,1057276.2,407847.9693981916,31637.957675591784,16939196.75729185,468356.4956100354,226882.32579363117,126026.32195606032,1885481.567303068,202334.51702277007,7167526.934922567,0.0,0.0,101770.36154621614,230590.4129425813,0.0,0.0,0.0,6831367600000.0,6825764800000.0,6825764779523.68,6825747934377.302,6825764779523.68,1793918440777.4363,6825764800000.0,84423221284.01482,6825764800000.0,6825764800000.0,0.0,0.0,1394617837210.7383,6825764779523.68,107219951872.0,588428.0,47172.0,45268.0,1904.0,92440.0,2268.5270551615645,2548.383016738261,3431.3223398567497,3392.7198528614176,"Durham-Chapel Hill, NC",20500.0,3.2,3.3,3.3,3.2,3.1,3.1,3.2,3.3,3.3,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.2,3.2,3.1,3.2,3.3,3.5,3.6,3.8,4.1,4.2,4.2,4.0,4.0,4.0,3.7,3.6,3.7,3.7,4.1,4.1,4.2,4.5,4.5,4.8,5.5,6.1
20700,"East Stroudsburg, PA",Pennsylvania,0.0,0.0,771170.6570247216,44388.874857913645,53909.37060853116,453832.1911744529,88157.41023277878,137447.50079779263,22328.41791734784,730918.2660179709,869030.1074236432,536155.6846897803,861933.3518349449,0.0,0.0,1165.3164932633329,518033.5821255173,0.0,0.0,2408.304454113148,195236.0,43168.51228575288,0.388184428655431,4085141.09570714,28768.833550447904,122388.66373509805,24749.298469692465,7551263.430299818,413366.3341161702,1079483.866034177,0.0,0.0,66380.13534758893,209926.6962102124,0.0,0.0,1950899600000.0,1952593200000.0,1950899600000.0,1950899600000.0,1950701956635.285,1930772499646.9248,784634247871.219,1950899600000.0,46198134618.16986,1950899600000.0,1950899600000.0,0.0,0.0,110320657625.34631,1950899600000.0,37316516597.0,168181.0,10677.0,8866.0,1811.0,19543.0,1655.3241374425736,1097.3340421220878,2019.803208235892,1951.9684935981932,"East Stroudsburg, PA",20700.0,2.7,2.7,2.7,2.7,2.7,2.7,2.7,3.0,3.2,3.4,3.5,3.5,3.6,3.5,3.3,3.2,3.0,2.9,2.8,2.6,2.6,2.6,2.8,3.0,3.3,3.6,3.9,3.9,3.6,3.5,3.4,3.2,2.9,2.8,2.7,2.6,2.6,2.5,2.5,2.5,2.5,2.7,3.0
20740,"Eau Claire, WI",Wisconsin,0.0,0.0,1358653.812639224,3408.683613709476,52429.88323809368,744769.1368923082,0.0,1896820.5595449647,57126.646456530216,156878.85381215817,601041.16892654,446687.7423421898,2583026.499167776,0.0,0.0,26248.13773278791,281035.0798790994,0.0,0.0,9794.422301296998,13852.5,11490.772390334558,698.7229357738657,0.0,41003.15099782559,200449.56871244824,41907.11726308271,947996.193144957,1512873.3924537376,4682352.209411394,0.0,0.0,66656.13348374679,109057.38491664488,0.0,0.0,1993332400000.0,1995281200000.0,1993332400000.0,1993332400000.0,0.0,1989303575025.6875,882945544006.9652,1993332400000.0,48322130207.459816,1993332400000.0,1993332400000.0,0.0,0.0,219982055171.7616,1993332400000.0,42016630706.0,171839.0,10642.0,7717.0,2925.0,18359.0,1016.1323732663968,697.6331414145976,1223.799820232051,1241.8957283121638,"Eau Claire, WI",20740.0,2.6,2.4,2.2,2.3,2.2,2.1,2.1,2.0,2.0,2.0,2.0,2.0,2.0,2.1,2.2,2.2,2.3,2.3,2.2,2.3,2.4,2.4,2.6,2.7,2.8,2.9,2.9,2.8,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.6,2.7,3.2,3.8
20940,"El Centro, CA",California,0.0,0.0,0.0,38820917.92010944,9447.172298494175,123418.03216516612,14.16875284268971,0.0,2691.9033891727986,4013.3372724188753,63375.57984148462,6203.662357920217,7977.302997897535,0.0,0.0,52.39852630147536,0.000171413108245,0.0,0.0,0.0,92687513.7,166.96045084285842,167.55471375330418,6036.929552875031,0.0,2197.751437305182,1215.385674582638,77153.52226370531,102949.94425797432,39823.546190132336,0.0,0.0,48677.23884770964,0.000262892964014,0.0,0.0,0.0,2084543200000.0,2080100400000.0,2080100400000.0,2080006280679.1367,0.0,538380677.8345597,2080100400000.0,8552372736.637968,2080100400000.0,2080100400000.0,0.0,0.0,100011577127.30711,176353067.120312,33548773598.0,179319.0,4409.0,7172.0,-2763.0,11581.0,756.8943123052253,961.2855975203208,1226.5300648577677,1219.1431417188055,"El Centro, CA",20940.0,3.0,3.1,2.9,2.8,2.7,2.7,2.6,2.6,2.7,3.0,3.2,3.2,3.4,3.4,3.4,3.4,3.3,3.2,3.1,3.0,3.0,3.2,3.6,3.9,4.6,6.1,7.2,7.0,5.3,4.3,4.0,3.7,3.7,3.9,4.2,4.4,4.5,4.6,4.7,4.7,4.9,5.3,5.7
21060,"Elizabethtown-Fort Knox, KY",Kentucky,0.0,0.0,186188.5694165821,683170.9033530675,194330.2609176856,521544.570521379,661.9277785433165,105766.98578762524,52199.99999999899,778906.4222826252,144621.39636254916,1421954.589208895,4915509.990361583,0.0,0.0,5122.203298225631,31035.477276297708,0.0,0.0,4048.734924955263,2213081.9,39327.08722662007,16503.12830932102,62004.3357720814,380072.7878741496,13500.000000000022,56604.99140133378,3147356.208423396,927123.1554289536,3233194.482188138,0.0,0.0,44300.2611362022,56442.01951146732,0.0,0.0,1803254800000.0,1804635200000.0,1803254800000.0,1803254800000.0,1801905595078.6687,1803242835055.878,419506382852.3112,1803254800000.0,31986253113.12704,1803254800000.0,1803254800000.0,0.0,0.0,838003771704.9758,1803254800000.0,25979333175.0,155453.0,11908.0,10773.0,1135.0,22681.0,1164.8214455443374,1219.3420356897404,1725.301133135894,1646.7914257731609,"Elizabethtown-Fort Knox, KY",21060.0,3.4,3.2,2.9,2.8,2.7,2.7,2.6,2.6,2.7,2.6,2.4,2.4,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.7,2.8,2.9,3.0,3.0,3.0,3.0,3.0,3.1,3.0,3.0,2.9,3.0,3.0,3.1,3.2,3.3,3.3,3.3,3.6,4.2
21140,"Elkhart-Goshen, IN",Indiana,0.0,0.0,811757.516025608,66740.09397443067,7402.703237216186,367817.5012467904,1157.2266266230604,7189.707959831992,17399.999999999494,105028.40900366173,174924.03252031995,2959560.524392799,2636233.530296913,0.0,0.0,4649.025263104931,378305.0734092257,0.0,0.0,8144.2933745673345,667623.4,1896.1386592665765,5266.351361133479,163654.67202094564,2830.3521884635225,4500.000000000014,23016.92019404286,161736.4684904681,324073.1879333904,3796602.6660450487,0.0,0.0,48737.15876174416,90536.86800013408,0.0,0.0,2401130400000.0,2401745200000.0,2401130400000.0,2401130400000.0,2399205734738.301,2401130400000.0,92861010534.77312,2401130400000.0,51035119134.4772,2401130400000.0,2401130400000.0,0.0,0.0,769286354625.5498,2401130400000.0,44918570900.0,206994.0,8894.0,12053.0,-3159.0,20947.0,1329.7386961354475,1446.4529027935891,1946.9522336205373,1982.9873927990568,"Elkhart-Goshen, IN",21140.0,2.4,2.5,2.3,2.1,2.0,2.0,2.0,2.0,2.0,2.1,2.1,2.2,2.2,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.4,2.4,2.4,2.4,2.4,2.5,2.6,2.5,2.5,2.3,2.3,2.3,2.3,2.3,2.4,2.4,2.5,2.9,3.6
21300,"Elmira, NY",New York,0.0,0.0,321149.5614871906,9389.829660805508,33425.21568384544,86314.67390963752,12387.15771321392,6085.727706294941,17400.00000000007,45518.28400030181,461391.0764803008,141721.84183975012,920497.4303491293,0.0,0.0,1841.4473229166272,927.6658554059928,0.0,0.0,1325.216192380842,43532.4,18306.50987647669,0.084793028869016,639985.3156857712,77596.55814741558,105000.00000000016,5945.603344236031,2117508.8465005807,63423.673165900575,242947.92602605396,0.0,0.0,18249.50181576357,2062.226838361848,0.0,0.0,975966000000.0,976116800000.0,975966000000.0,975966000000.0,975523176686.5892,975966000000.0,333200141328.76965,975966000000.0,41835005635.71793,975966000000.0,975966000000.0,0.0,0.0,304314674366.3832,975966000000.0,15702593042.0,84135.0,2806.0,5121.0,-2315.0,7927.0,420.760026618499,614.6153268508685,741.5841152559836,747.9411741574334,"Elmira, NY",21300.0,1.2,1.3,1.4,1.4,1.6,1.7,1.9,2.1,2.1,2.0,2.0,1.9,1.9,1.9,1.8,1.8,1.7,1.7,1.7,1.7,1.9,1.9,1.8,2.1,2.1,2.0,2.2,1.9,2.0,1.9,2.2,2.2,2.3,2.3,2.1,2.1,2.3,2.1,2.0,2.0,2.1,2.4,2.4
21340,"El Paso, TX",Texas,0.0,0.0,0.0,8352037.380649664,38566.60477761064,2089839.3002211545,1008.5417893845844,17918.82072177919,34799.999999995794,3739809.849873404,961680.9581507788,333682.6885745721,200119.01860925395,0.0,0.0,45031.61915737838,205725.7077305755,0.0,0.0,0.004315015292225,14580640.6,4000415.434052495,721.3708446582218,79683.20960828086,371678.9401069797,108797.39435918962,2448.195073440856,15052135.029631283,314018.24557652336,198881.01780555703,0.0,0.0,238315.7719133304,1307195.336331583,0.0,0.0,0.0,10078764400000.0,10064716800000.0,9818763352075.95,10064310943617.016,10064716800000.0,881897615254.7026,10064716800000.0,514750454183.4422,10064716800000.0,10064716800000.0,0.0,0.0,762494370847.7974,10064716800000.0,100478930962.0,867648.0,35065.0,42664.0,-7599.0,77729.0,2668.461729161578,3080.185871014929,4087.6187444525694,4063.540451379806,"El Paso, TX",21340.0,2.7,2.8,3.1,3.1,3.1,3.1,3.1,2.9,2.7,2.8,2.7,2.7,2.7,2.8,2.8,2.7,2.8,2.6,2.6,2.5,2.5,2.6,2.7,2.7,2.8,3.2,3.6,3.6,3.6,3.5,3.5,3.4,3.4,3.5,3.4,3.4,3.4,3.5,3.4,3.5,3.6,4.0,4.5
21500,"Erie, PA",Pennsylvania,0.0,2712.4557718602377,2110118.8210805454,33320.509576558434,14303.966248381552,55517.08745191634,14375.5134828066,118541.07444481293,17399.999999999996,1105398.0737662488,387081.3711818416,159715.73773058757,594254.9753523098,0.0,0.0,3674.7443813813456,104162.8527658394,0.0,34735.827850874295,7069.002945187772,129608.8,98237.5648051426,0.052699664190731,868999.2556763827,1456.4334569155333,105000.00000000023,15916.10846922466,1714161.5737743136,180127.581472501,1231150.317193686,0.0,0.0,34982.4796358778,744688.2831464163,0.0,8225330279.729432,3140062000000.0,3142161600000.0,3140062000000.0,3140062000000.0,3135731307133.4604,3137321827662.601,724132081300.5587,3140062000000.0,30241590622.485985,3140062000000.0,3140062000000.0,0.0,0.0,602637311863.289,3140062000000.0,48855612601.0,270695.0,11075.0,12405.0,-1330.0,23480.0,987.584426770694,1168.2499732505885,1530.8559697110634,1528.7315002968965,"Erie, PA",21500.0,2.2,2.1,2.1,2.0,2.0,1.9,2.0,2.1,2.2,2.2,2.2,2.3,2.3,2.4,2.4,2.5,2.5,2.5,2.5,2.4,2.4,2.5,2.4,2.4,2.5,2.5,2.5,2.3,2.3,2.2,2.5,2.5,2.5,2.5,2.6,2.5,2.3,2.3,2.3,2.4,2.5,2.6,2.7
21660,"Eugene, OR",Oregon,36919.52184,244812.4593232445,2897.1086831632733,39253765.88790504,2071.3475787788243,56965.61307789834,0.0,917245.8300730202,350107.27967921423,36717.49629198378,147914.47475408966,4385.6852658109565,77516.65897898506,494.69637675054486,0.0,271.58063154460336,123005.01077155216,47.483807,985208.522111498,23.349482456452968,72192446.09999998,887.2405826094362,81068.7507339822,0.0,21703.87356791304,2546928.6551293507,7704.539254399635,3521256.840588332,8816.454476751587,133974.50122030347,3436.237533248941,0.0,30894.47766648028,302.0782409859963,58000000.0,2461244809.103413,67860000000.0,4442463600000.0,4441234000000.0,4441234000000.0,0.0,4439470723778.086,1214333773180.556,4441234000000.0,278304140560.14844,4441234000000.0,4441234000000.0,20212572534.57156,0.0,145618415392.97296,4441234000000.0,81881558242.0,382865.0,27282.0,17460.0,9822.0,44742.0,1858.714340612887,1324.0959179757333,2306.198820570334,2257.2159843488616,"Eugene, OR",21660.0,2.9,2.8,2.6,2.5,2.3,2.3,2.2,2.2,2.2,2.3,2.6,2.7,2.9,2.9,3.2,3.4,3.6,3.5,3.5,3.5,3.5,3.6,3.8,4.0,4.3,5.0,5.5,5.5,5.2,4.9,4.8,4.5,4.4,4.5,4.6,4.7,4.9,5.2,5.4,5.5,5.9,6.7,7.4
21780,"Evansville, IN-KY",Indiana,0.0,0.0,449909.4101237836,8457586.256449986,114319.112873621,4333321.284307064,800.9220165787877,265358.6735767791,69599.99999999933,897186.450809405,1619059.227472054,1137502.586194222,10092566.192533812,0.0,0.0,10309.282674082444,662623.3895258402,0.0,0.0,621.2466483311518,24376157.1,599759.242832852,26235.908568533065,94061.53946788736,3274483.826540772,118499.99999999996,26766.309491049156,2221694.187335389,7241128.462097867,6610109.834097371,0.0,0.0,103756.670758059,1530655.8021085877,0.0,0.0,3122743200000.0,3642968400000.0,3642005600000.0,3642005600000.0,3640752205326.699,3640634942685.331,533600372789.2899,3642005600000.0,197005620159.64484,3642005600000.0,3642005600000.0,0.0,0.0,118752905755.48672,3642005600000.0,65145555785.0,313966.0,14429.0,11508.0,2921.0,25937.0,1418.983438944937,1152.0642343202917,1807.988384918443,1847.8216905318543,"Evansville, IN-KY",21780.0,2.4,2.3,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.0,2.1,2.1,2.1,2.2,2.1,2.2,2.1,2.1,2.2,2.2,2.3,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.8,3.3
21820,"Fairbanks, AK",Alaska,0.0,0.0,1114030.7201571404,1261423.8286999287,59.42696675561572,0.0,0.0,7110.024069180174,0.0,0.0,409952.3232604446,0.0,19.85446752067939,0.0,0.0,823461.8771727993,2552.128803630431,0.0,0.0,818.4802475808403,7290008.7,1023.8829650998348,0.0,0.0,2448.407046012936,0.0,0.0,184762.93246107973,0.0,41.13502544824834,0.0,0.0,10232481.17061436,14.224246183266493,0.0,0.0,1108716400000.0,1109598000000.0,1108716400000.0,0.0,0.0,1108252425861.4238,0.0,0.0,53267899914.918816,1108716400000.0,1108716400000.0,0.0,0.0,178060501458.84558,1108716400000.0,24099661692.0,95579.0,9001.0,10717.0,-1716.0,19718.0,1190.584730290121,1295.7588510212847,1774.215037699771,1744.9464175154492,"Fairbanks, AK",21820.0,2.5,2.6,2.9,2.9,3.0,2.8,2.9,2.5,2.6,2.2,2.3,2.3,2.4,2.5,2.6,2.6,2.6,2.7,2.7,2.6,2.6,2.6,2.8,2.9,3.1,3.3,3.4,3.4,3.3,3.4,3.5,3.5,3.4,3.5,3.3,3.3,3.3,3.4,3.5,3.5,3.6,4.2,4.5
22020,"Fargo, ND-MN",Minnesota,0.0,0.0,1398831.2034470171,9606.989590352548,895864.089166855,1408374.1636608324,0.0,875137.2164297078,17808.267205615004,148962.80380138586,469573.63368336245,1954388.856462016,1723032.6285707965,0.0,0.0,29541.12860196234,73823.3035833632,0.0,0.0,45063.90345985416,40434.7,5864196.605724935,14455.325336146108,0.0,981620.0821978432,4652.434051620414,6204.62037132446,15792843.23673413,12765913.303145962,10953818.472504206,0.0,0.0,538336.4288338561,1874377.434111148,0.0,0.0,2896891022101.124,2898178800000.0,2896891200000.0,2896891022101.124,0.0,2894954201344.873,6349374532.971862,2896891200000.0,271852677634.7068,2896891200000.0,2896891200000.0,0.0,0.0,82125724184.83693,2896891022101.124,54920624197.0,249732.0,16615.0,14479.0,2136.0,31094.0,1554.2071933947543,1178.0411707576268,1975.7616252979508,1924.262715951229,"Fargo, ND-MN",22020.0,3.3,3.6,2.7,3.1,3.3,3.0,2.9,2.8,2.5,2.4,2.3,2.4,2.4,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.7,2.9,3.0,3.0,3.1,3.1,2.9,3.0,2.9,2.9,3.1,3.2,3.3,3.4,3.3,3.4,3.4,3.6,3.8,4.1
22140,"Farmington, NM",New Mexico,0.0,0.0,19957.80557546233,28667.869854663688,4614.029995238402,45061.223196708655,0.0,2398.734987912077,24842.2651248809,538947.4189282977,304939.0651144818,11889.844619947777,94234.05966752813,0.0,0.0,168.87701553878486,7939.674964921581,0.0,0.0,13.116895786946978,153350.9,25.77444684127001,38.77391512771484,0.0,142.62252427815494,135854.69430426287,9138.110904190917,424608.59635469125,7037.672619215852,66217.7602861268,0.0,0.0,208526.95982018087,816.3112480549116,0.0,0.0,19363969373.525448,1411267600000.0,1408483600000.0,1372701708575.671,0.0,1408483600000.0,367184118336.768,1408483600000.0,38220695011.66981,1408483600000.0,1408483600000.0,0.0,0.0,122806074242.36632,1408483359710.64,21668319414.0,121421.0,4515.0,6011.0,-1496.0,10526.0,720.6899472033726,1095.9461665611136,1322.077531765819,1301.1502603465904,"Farmington, NM",22140.0,2.5,2.5,2.8,2.9,2.9,2.9,3.1,3.1,2.9,2.6,2.4,2.3,2.4,2.4,2.5,2.6,2.7,2.7,2.8,2.8,2.8,3.1,3.3,3.4,3.6,3.9,4.2,4.3,4.1,4.0,3.9,3.8,3.8,3.7,3.8,3.4,3.5,3.6,3.9,4.1,4.2,4.5,5.0
22180,"Fayetteville, NC",North Carolina,0.0,0.0,0.0,237648.02169946767,155076.03307256964,1013849.7645710232,769681.8276011287,45554.03360809432,34800.000000005195,1125577.1203850014,731060.1450979874,514447.8456448178,7551001.05185597,0.0,0.0,224349.20246647004,643270.2571330133,0.0,0.0,0.0,1244835.6,231601.77453050617,38224.277125682216,23188077.617981263,331307.4716559701,7952.963261440373,163379.31718363022,5557303.463232528,482059.20124604704,4032365.724416805,0.0,0.0,462677.72296297096,11246.783396575374,0.0,0.0,0.0,4486996000000.0,4482611200000.0,4482610939978.576,4482526036642.193,4482605269877.654,321895588204.8148,4482611200000.0,42870599048.15442,4482611200000.0,4482611200000.0,0.0,0.0,301887429905.4145,4482610939978.576,57381496359.0,386432.0,46239.0,44409.0,1830.0,90648.0,2479.9443542144245,2842.967463760357,3726.199404218728,3818.6601053249033,"Fayetteville, NC",22180.0,3.7,3.5,3.3,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.1,3.2,3.2,3.2,3.3,3.5,3.5,3.6,3.6,3.7,3.6,3.5,3.4,3.4,3.3,2.9,2.9,2.9,3.0,3.2,3.6,4.0
