GEOID,Metro Area,GEOID,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
29620,"Lansing-East Lansing, MI",29620,2.2,2.3,2.0,1.9,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,2.0,2.0,2.0,2.1,2.1,2.2,2.3,2.4,2.4,2.6,2.8,2.9,3.0,3.0,2.9,2.6,2.0,1.6,1.8,1.6,1.8,2.1,2.3,2.4,2.5,2.5,2.5,2.6,2.7,2.9,3.0,3.0,3.1
29820,"Las Vegas-Henderson-North Las Vegas, NV",29820,3.3,3.4,3.7,3.3,3.2,3.1,3.1,2.9,2.8,2.8,2.9,3.1,3.2,3.2,3.1,3.0,3.0,3.0,3.0,2.9,3.0,3.3,3.5,3.9,5.5,5.9,5.7,5.2,3.8,2.6,2.6,2.4,2.6,3.4,3.8,4.1,4.3,4.5,4.9,5.0,5.2,6.1,6.6,6.0,6.1
30020,"Lawton, OK",30020,3.0,3.0,3.2,3.3,3.2,3.0,2.9,2.7,2.5,2.5,2.4,2.3,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.4,2.4,2.5,2.6,2.6,2.8,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.6,2.6,2.6,2.6,2.6,2.8,2.9,3.3,3.2,3.3
29180,"Lafayette, LA",29180,3.4,3.3,3.5,3.7,3.6,3.3,3.3,3.1,2.8,2.8,2.9,2.8,2.9,2.9,3.0,2.9,2.8,2.7,2.8,2.9,2.9,2.9,3.0,3.1,3.1,3.2,3.4,3.3,3.2,3.2,3.1,3.0,3.0,2.9,2.9,3.1,3.2,3.3,3.4,3.4,3.4,3.6,3.8,3.7,3.7
31180,"Lubbock, TX",31180,3.2,3.0,2.8,3.0,2.9,2.9,2.9,2.8,2.7,2.6,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.9,3.0,3.0,3.1,3.2,3.0,3.0,3.1,3.1,3.1,3.0,3.0,3.0,3.1,3.1,3.0,3.1,3.1,3.2,3.6,3.9,3.9,3.9
29340,"Lake Charles, LA",29340,2.7,2.8,2.9,3.2,3.2,3.2,3.2,3.1,2.8,2.7,2.5,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.7,2.7,2.7,2.8,2.9,3.0,2.9,2.8,2.9,2.8,2.8,2.7,2.7,2.6,2.8,2.6,2.8,2.9,3.0,2.9,2.9,3.0,2.9,2.8
29100,"La Crosse-Onalaska, WI-MN",29100,3.1,2.7,2.4,2.6,2.5,2.5,2.4,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.4,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.9,2.9,3.1,3.4,3.5,3.7
30140,"Lebanon, PA",30140,2.0,2.0,2.0,2.0,2.0,2.0,2.1,2.2,2.3,2.3,2.3,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.4,2.5,2.6,2.6,2.7,2.9,3.1,3.2,3.2,3.1,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.8,2.9,2.9,2.9,3.1,3.3,3.4,3.6
30500,"Lexington Park, MD",30500,3.3,3.2,2.9,2.8,2.7,2.6,2.6,2.7,2.8,2.9,2.9,3.0,3.0,3.0,3.0,3.0,2.9,2.7,2.6,2.6,2.6,2.9,3.2,3.6,4.1,4.9,5.0,4.9,4.3,3.9,3.6,3.4,3.5,3.6,3.6,3.5,3.6,3.6,3.4,3.2,3.3,3.5,3.7,3.8,4.1
30300,"Lewiston, ID-WA",30300,3.1,3.1,2.9,2.9,2.6,2.8,2.7,2.7,2.4,2.4,2.5,2.5,2.6,2.6,2.9,3.0,3.0,3.0,2.9,3.1,3.2,3.3,3.2,3.2,3.3,3.5,3.8,3.8,3.6,3.7,3.6,3.6,3.5,3.6,3.6,3.8,3.8,4.2,4.2,4.4,4.8,5.5,6.1,5.7,6.0
30340,"Lewiston-Auburn, ME",30340,2.5,2.8,2.5,2.5,2.6,2.7,2.9,3.1,3.2,3.2,3.2,3.3,3.2,3.0,2.8,2.7,2.7,2.5,2.5,2.4,2.4,2.6,2.8,3.0,3.2,3.6,3.7,3.7,3.6,3.6,3.5,3.3,3.3,3.2,3.1,3.0,3.0,3.1,3.0,3.0,3.0,3.5,4.0,4.3,4.5
30460,"Lexington-Fayette, KY",30460,3.2,3.3,3.1,3.2,3.1,3.1,3.0,2.9,3.0,2.8,2.6,2.6,2.7,2.7,2.8,2.7,2.6,2.7,2.7,2.7,2.9,3.0,3.1,3.3,3.3,3.4,3.3,3.1,3.0,2.9,3.1,2.9,2.9,2.9,2.8,2.8,2.8,2.9,2.9,3.0,3.2,3.5,3.7,3.7,3.9
29200,"Lafayette-West Lafayette, IN",29200,2.7,2.7,2.5,2.5,2.4,2.3,2.4,2.4,2.3,2.3,2.3,2.3,2.4,2.5,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.8,2.9,2.9,2.9,2.9,2.8,2.7,2.7,2.7,2.6,2.6,2.5,2.5,2.4,2.6,2.6,2.7,2.8,3.0,3.1,3.4,3.8,3.8,3.9
30620,"Lima, OH",30620,2.4,2.4,2.1,2.1,2.0,1.9,1.9,1.9,2.0,2.0,2.0,2.1,2.1,2.1,2.1,2.1,2.2,2.3,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.4,2.3,2.2,2.2,2.3,2.3,2.2,2.1,2.2,2.2,2.2,2.1,2.2,2.1,2.2,2.4,2.6,2.7,2.7,2.7
30700,"Lincoln, NE",30700,2.3,2.2,2.3,2.2,2.1,2.1,2.0,2.0,1.9,2.0,2.0,2.0,2.1,2.2,2.3,2.3,2.4,2.4,2.5,2.4,2.5,2.7,2.8,2.9,2.9,2.9,2.9,2.7,2.7,2.7,2.7,2.7,2.8,2.8,2.8,2.8,2.9,2.9,3.1,3.2,3.4,3.7,4.0,4.0,4.0
30780,"Little Rock-North Little Rock-Conway, AR",30780,3.0,3.0,2.8,2.9,2.8,2.8,2.8,2.7,2.6,2.4,2.4,2.3,2.5,2.6,2.4,2.4,2.4,2.4,2.5,2.3,2.2,2.4,2.4,2.6,2.6,2.8,2.9,2.8,2.8,2.9,2.9,2.8,2.9,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.9,3.1,3.3,3.1,3.2
30980,"Longview, TX",30980,3.0,2.9,3.0,3.1,3.0,3.0,3.0,2.8,2.6,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.5,2.6,2.7,2.7,2.8,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.0,2.9,3.0,3.0,3.1,3.5,3.6,3.4,3.5
30860,"Logan, UT-ID",30860,3.2,3.2,3.2,3.2,3.0,2.9,2.9,2.6,2.4,2.3,2.2,2.3,2.3,2.4,2.7,2.8,2.9,3.0,3.0,2.9,3.0,3.1,3.1,3.1,3.2,3.4,3.5,3.5,3.5,3.5,3.6,3.5,3.5,3.4,3.4,3.3,3.5,3.6,4.1,4.1,4.4,5.2,5.8,5.1,4.9
31020,"Longview-Kelso, WA",31020,2.8,2.8,2.2,2.2,2.5,2.6,2.5,2.3,2.2,2.2,2.2,2.4,2.6,2.9,3.1,3.2,3.4,3.4,3.5,3.5,3.5,3.6,3.7,3.6,3.7,3.9,4.5,4.7,4.5,4.3,4.1,3.8,3.5,3.7,3.8,4.0,4.1,4.3,4.5,4.5,4.7,5.3,5.9,5.9,6.1
31080,"Los Angeles-Long Beach-Anaheim, CA",31080,4.8,4.9,4.2,4.6,4.4,4.3,4.3,4.6,5.1,5.9,6.2,6.1,6.0,5.7,5.2,4.8,4.6,4.4,4.5,4.5,5.2,5.7,6.9,8.2,9.9,10.8,11.1,10.5,7.5,6.2,6.5,6.3,6.6,7.9,8.4,8.5,8.5,8.7,8.8,8.6,9.0,10.5,10.8,10.2,10.8
29740,"Las Cruces, NM",29740,3.4,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.4,3.4,3.2,3.2,3.2,3.3,3.4,3.4,3.5,3.4,3.4,3.3,3.2,3.3,3.4,3.4,3.6,3.9,4.1,4.1,3.9,3.9,3.8,3.7,3.6,3.6,3.6,3.6,3.8,3.9,4.0,3.9,3.9,4.2,4.7,4.6,4.5
31140,"Louisville/Jefferson County, KY-IN",31140,2.4,2.4,2.3,2.2,2.2,2.1,2.1,2.1,2.2,2.1,2.2,2.3,2.3,2.4,2.5,2.5,2.6,2.6,2.7,2.7,2.8,2.7,2.9,3.0,3.0,3.0,3.0,2.9,2.8,2.8,2.9,2.8,2.8,2.8,2.8,2.9,3.0,3.1,3.1,3.2,3.4,3.6,3.8,3.8,3.9
29940,"Lawrence, KS",29940,3.4,3.3,3.2,3.2,3.1,3.0,3.1,3.0,2.9,2.8,2.8,2.7,2.7,2.8,2.9,3.0,3.1,3.1,3.1,3.0,3.1,3.3,3.5,3.6,3.8,3.9,3.9,3.7,3.8,3.7,3.6,3.5,3.4,3.4,3.4,3.4,3.3,3.3,3.4,3.3,3.4,3.7,4.2,4.4,4.3
31340,"Lynchburg, VA",31340,3.1,3.1,2.7,2.8,2.6,2.6,2.5,2.6,2.7,2.7,2.7,2.8,2.8,2.9,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.2,3.4,3.5,3.6,3.9,4.1,4.5,4.4,4.1,3.9,3.8,3.6,3.6,3.4,3.5,3.4,3.5,3.4,3.4,3.4,3.7,4.2,4.2,4.3
31420,"Macon-Bibb County, GA",31420,2.4,2.5,2.6,2.5,2.4,2.5,2.4,2.3,2.3,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.4,2.5,2.6,2.6,2.7,2.6,2.6,2.6,2.6,2.4,2.3,2.3,2.3,2.3,2.7,3.0,2.9,3.0,3.1,3.4,3.8,3.6,3.6
31540,"Madison, WI",31540,2.9,2.8,2.8,2.8,2.7,2.5,2.4,2.4,2.4,2.4,2.4,2.5,2.5,2.7,2.9,3.0,2.9,2.9,2.9,2.8,3.1,3.2,3.4,3.6,3.8,4.1,4.0,3.9,3.8,3.6,3.8,3.6,3.5,3.6,3.7,3.7,3.6,3.8,3.9,4.0,4.3,4.6,4.8,5.1,5.5
31860,"Mankato, MN",31860,3.2,3.0,2.6,2.7,2.7,2.7,2.6,2.5,2.4,2.3,2.3,2.4,2.4,2.4,2.5,2.5,2.5,2.5,2.4,2.5,2.5,2.7,2.9,3.0,3.1,3.3,3.1,3.1,3.0,3.1,3.0,2.8,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.8,2.9,3.0,3.4,3.6,3.7
31900,"Mansfield, OH",31900,2.3,2.3,2.0,2.1,1.9,1.9,1.9,1.9,2.0,2.0,2.0,2.1,2.2,2.1,2.2,2.3,2.3,2.3,2.4,2.4,2.4,2.5,2.6,2.6,2.7,2.8,2.7,2.6,2.5,2.5,2.5,2.3,2.3,2.2,2.2,2.3,2.2,2.2,2.2,2.2,2.3,2.5,2.8,3.0,3.2
32580,"McAllen-Edinburg-Mission, TX",32580,2.4,2.4,2.6,2.7,2.8,2.7,2.7,2.5,2.4,2.3,2.2,2.2,2.3,2.4,2.4,2.4,2.4,2.3,2.3,2.2,2.2,2.3,2.4,2.4,2.5,2.6,2.6,2.6,2.6,2.5,2.5,2.4,2.4,2.3,2.4,2.4,2.5,2.5,2.5,2.4,2.4,2.5,2.9,2.9,2.9
32900,"Merced, CA",32900,2.6,2.7,2.6,2.5,2.4,2.4,2.5,2.5,2.9,3.2,3.5,3.7,3.6,3.4,3.3,3.2,3.1,2.9,2.9,2.9,3.0,3.5,4.1,4.8,5.5,7.2,7.1,5.8,3.6,2.5,2.6,2.6,2.9,3.5,3.9,4.3,4.5,4.8,4.9,4.8,5.2,5.9,6.6,6.7,7.0
32780,"Medford, OR",32780,4.1,4.2,3.9,3.4,3.1,3.2,3.0,2.9,2.8,2.9,3.2,3.3,3.4,3.5,3.7,3.8,3.9,3.9,3.9,3.9,4.1,4.6,5.1,5.6,6.5,8.0,8.6,8.4,7.4,7.0,6.2,5.6,5.0,4.8,5.0,5.3,5.5,5.8,6.1,6.1,6.0,6.5,6.7,6.3,6.3
32820,"Memphis, TN-MS-AR",32820,3.4,3.4,3.2,3.3,2.9,3.1,3.2,3.2,3.1,3.0,2.9,2.9,3.0,2.9,2.7,2.6,2.8,2.9,2.9,2.8,2.8,3.0,3.1,3.3,3.3,3.3,3.2,3.0,2.5,2.6,2.6,2.5,2.5,2.8,2.9,3.0,3.1,3.3,3.4,3.6,4.1,4.3,4.4,4.3,4.3
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,3.4,3.3,3.1,3.3,3.1,2.9,2.9,2.8,2.9,2.9,3.1,3.1,3.2,3.2,3.1,3.1,3.2,3.3,3.3,3.3,3.5,3.9,4.8,5.7,6.9,8.5,8.0,7.6,6.0,4.4,4.4,4.0,4.4,5.3,5.5,5.6,5.9,6.2,6.1,6.1,6.4,7.3,8.0,7.8,8.0
33140,"Michigan City-La Porte, IN",33140,2.1,2.2,2.1,2.1,2.1,2.0,2.0,2.0,2.0,2.0,1.9,2.0,2.1,2.1,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.4,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.4,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.5,3.0,3.3,3.3
33260,"Midland, TX",33260,2.6,2.5,2.9,2.9,2.8,2.7,2.8,2.5,2.4,2.4,2.3,2.3,2.3,2.4,2.4,2.3,2.3,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.3,2.4,2.4,2.4,2.4,2.3,2.3,2.2,2.2,2.5,2.7,2.9,3.0,3.1,3.2,3.5,3.7,3.5,3.5
33340,"Milwaukee-Waukesha, WI",33340,2.9,2.8,2.6,2.6,2.5,2.4,2.4,2.4,2.4,2.4,2.6,2.6,2.8,2.9,2.9,2.9,2.9,2.9,3.0,2.9,2.9,3.1,3.6,3.8,4.1,4.4,4.4,4.2,4.0,3.7,4.1,3.6,3.6,3.8,3.8,3.9,3.9,4.0,4.0,4.1,4.3,4.6,4.7,4.8,4.9
33220,"Midland, MI",33220,2.2,2.2,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2.0,2.0,2.0,2.0,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.3,2.4,2.4,2.5,2.5,2.4,2.3,2.2,2.2,2.0,2.0,2.0,2.2,2.3,2.4,2.4,2.4,2.3,2.3,2.2,2.4,2.7,2.9,3.0
33540,"Missoula, MT",33540,3.9,3.8,3.9,3.6,3.7,3.5,3.5,3.2,3.1,2.9,2.9,3.0,3.2,3.5,3.8,4.0,4.1,4.1,4.2,4.1,4.2,4.4,4.7,4.9,5.3,5.7,5.9,6.1,6.0,5.9,5.7,5.5,5.3,5.4,5.5,5.7,5.5,5.7,5.8,5.6,5.8,6.7,7.8,7.7,8.0
31700,"Manchester-Nashua, NH",31700,3.1,3.0,2.8,2.6,2.7,3.0,3.3,3.5,3.4,3.3,3.3,3.1,3.0,3.0,2.9,2.8,2.7,2.7,2.7,2.7,2.8,3.1,3.4,3.7,4.0,4.2,4.2,3.9,3.5,3.3,3.4,3.1,3.1,3.2,3.2,3.4,3.4,3.6,3.6,3.9,4.2,4.6,4.8,4.6,5.0
33740,"Monroe, LA",33740,3.3,3.5,3.5,3.6,3.5,3.3,3.3,3.1,3.0,2.8,2.7,2.6,2.6,2.5,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.8,2.9,3.0,3.0,3.1,3.2,3.2,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.3,3.3,3.3,3.3,3.3,3.4,3.6,3.8,3.6,3.5
31740,"Manhattan, KS",31740,3.4,3.3,3.2,3.1,2.8,2.9,2.9,2.9,2.8,2.8,2.6,2.7,2.6,2.7,2.9,2.9,2.8,2.6,2.6,2.6,2.7,2.9,3.0,3.1,3.3,3.5,3.7,3.6,3.4,3.3,3.3,3.3,3.3,3.3,3.4,3.6,3.6,3.6,3.7,3.7,3.7,4.1,4.3,4.4,4.5
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2.9,2.8,2.8,2.7,2.6,2.5,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.5,2.4,2.5,2.6,2.6,2.9,3.2,3.5,3.6,3.8,3.7,3.5,3.0,2.8,2.6,2.4,2.6,2.8,3.0,3.1,3.2,3.3,3.4,3.5,3.7,4.0,4.1,4.0,4.0
33500,"Minot, ND",33500,2.6,2.8,2.2,2.4,2.7,2.5,2.5,2.5,2.3,2.2,2.1,2.1,2.1,2.2,2.2,2.2,2.1,2.1,2.2,2.1,2.1,2.3,2.4,2.5,2.6,2.7,2.8,3.0,2.9,2.8,2.9,2.9,3.0,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.3,3.5,3.5,3.6,3.9
33660,"Mobile, AL",33660,3.0,2.8,2.7,2.7,2.7,2.6,2.7,2.6,2.6,2.5,2.4,2.4,2.4,2.5,2.4,2.5,2.7,2.7,2.8,2.8,2.8,2.9,3.1,3.2,3.3,3.5,3.6,3.4,3.3,3.1,2.9,2.5,2.5,2.6,2.7,2.8,3.0,3.0,3.1,3.2,3.3,3.8,4.0,4.0,3.9
33700,"Modesto, CA",33700,3.3,3.3,3.3,3.2,3.0,3.0,3.1,3.1,3.5,3.8,3.7,3.8,3.8,3.6,3.5,3.4,3.5,3.3,3.1,3.0,3.2,3.8,4.4,5.0,5.6,7.0,7.1,6.3,4.0,2.8,3.0,2.8,3.0,3.8,4.4,4.6,4.8,5.0,5.1,5.2,5.4,6.0,5.9,5.5,5.4
33780,"Monroe, MI",33780,2.2,2.2,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2.0,2.0,2.1,2.0,2.1,2.2,2.3,2.4,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.0,2.9,2.6,2.5,2.4,2.3,2.2,2.2,2.3,2.4,2.5,2.5,2.6,2.6,2.6,2.8,3.1,3.2,3.3
34060,"Morgantown, WV",34060,4.5,4.0,3.3,3.4,3.3,3.3,3.3,3.3,3.2,3.2,3.1,3.1,3.2,3.2,3.3,3.4,3.6,3.6,3.7,3.5,3.5,3.5,3.4,3.4,3.5,3.8,3.7,3.4,3.4,3.2,3.2,3.4,3.3,3.5,3.5,3.6,3.5,3.4,3.4,3.4,3.4,3.6,4.0,4.0,4.0
33860,"Montgomery, AL",33860,3.5,3.3,3.1,3.0,3.0,2.8,2.8,2.8,2.7,2.6,2.5,2.7,2.7,2.8,2.7,2.7,2.7,2.8,2.7,2.7,2.7,2.8,3.0,3.0,3.0,3.2,3.4,3.3,3.0,2.9,2.9,2.8,2.8,2.9,3.0,2.8,2.8,2.8,2.7,2.9,3.2,3.5,3.4,3.2,3.3
34580,"Mount Vernon-Anacortes, WA",34580,3.2,3.2,2.7,2.8,2.8,2.7,2.7,2.6,2.6,2.6,2.9,3.1,3.3,3.5,3.7,3.8,3.9,3.9,3.9,3.9,4.0,4.1,4.2,4.3,4.6,5.3,5.8,6.0,5.6,5.2,4.8,4.5,4.4,4.5,4.6,4.7,4.7,4.7,5.0,5.0,5.4,6.0,6.7,6.0,6.0
34100,"Morristown, TN",34100,3.3,3.3,3.1,3.2,3.1,3.1,3.1,2.9,2.8,2.6,2.5,2.4,2.5,2.5,2.6,2.7,2.8,3.0,3.0,3.0,3.0,3.1,3.2,3.2,3.2,3.4,3.6,3.6,3.6,3.6,3.5,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.4,3.3,3.4,3.8,4.4,4.6,4.6
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",34820,4.4,4.4,4.1,3.8,3.6,3.6,3.6,3.6,3.5,3.4,3.4,3.5,3.5,3.5,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.7,3.9,4.0,4.3,4.8,5.4,5.5,5.2,4.9,4.6,4.3,4.1,4.0,3.8,4.0,4.1,4.2,4.3,4.3,4.4,4.8,5.6,5.1,4.9
34620,"Muncie, IN",34620,2.0,2.1,2.0,2.0,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.8,1.9,1.9,2.0,2.1,2.2,2.2,2.3,2.4,2.5,2.5,2.6,2.5,2.4,2.3,2.3,2.3,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.2,2.1,2.3,2.4,2.6,2.7
34740,"Muskegon-Norton Shores, MI",34740,1.8,1.8,1.7,1.6,1.5,1.5,1.6,1.7,1.8,1.8,1.9,2.0,2.0,2.0,2.0,2.0,2.1,2.1,2.2,2.2,2.3,2.4,2.5,2.6,2.6,2.6,2.5,2.5,2.4,2.4,2.2,2.1,2.1,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.4,2.6,3.0,3.2,3.3
34900,"Napa, CA",34900,4.4,4.5,4.4,4.3,4.0,3.9,4.0,4.0,4.6,5.0,4.9,4.9,5.1,4.9,5.0,4.8,4.5,4.5,4.4,4.9,5.6,6.1,7.0,8.4,9.2,10.5,10.4,10.0,6.9,5.4,5.5,5.2,5.6,6.9,7.9,8.2,8.1,8.2,8.1,7.8,8.4,9.5,9.9,8.5,8.8
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2.8,2.9,2.8,2.8,2.8,2.8,2.8,2.9,2.8,2.7,2.7,2.7,2.7,2.6,2.7,2.8,2.9,2.8,2.8,2.6,2.8,3.0,3.0,3.0,3.1,3.4,3.6,3.6,3.5,3.3,3.2,3.0,3.1,3.2,3.4,3.6,3.7,3.8,3.9,4.0,4.2,4.7,5.1,4.7,4.8
34940,"Naples-Marco Island, FL",34940,7.5,7.3,7.3,8.0,7.8,7.4,7.1,6.7,6.4,6.4,6.4,6.6,6.6,6.6,6.5,6.5,6.3,6.3,6.4,6.4,6.6,6.8,7.2,7.4,8.1,9.8,10.6,8.8,5.6,3.5,4.1,4.2,4.7,5.4,6.1,6.6,6.5,6.5,6.2,5.7,6.4,8.1,9.6,8.8,8.7
35300,"New Haven, CT",35300,3.5,3.5,3.2,3.3,3.4,3.6,4.1,4.8,4.8,4.3,4.0,3.9,3.7,3.6,3.5,3.3,3.1,3.0,2.9,3.0,3.0,3.3,3.7,4.2,4.6,4.9,4.9,4.7,4.2,3.8,3.8,3.7,3.6,3.7,3.6,3.4,3.4,3.3,3.4,3.3,3.6,3.9,4.2,4.4,4.8
35660,"Niles, MI",35660,2.2,2.2,2.0,1.9,1.8,1.8,1.8,1.9,1.9,2.0,2.0,2.1,2.1,2.1,2.1,2.2,2.3,2.3,2.4,2.4,2.5,2.6,2.7,2.7,2.7,2.8,2.8,2.8,2.7,2.7,2.6,2.5,2.6,2.6,2.8,3.0,3.0,3.0,3.0,2.9,3.0,3.2,3.6,3.7,3.8
35980,"Norwich-New London-Willimantic, CT",35980,2.6,2.6,2.3,2.2,2.3,2.5,2.9,3.5,3.6,3.4,3.4,3.3,3.1,2.9,2.7,2.7,2.6,2.5,2.5,2.5,2.6,2.8,3.2,3.7,4.0,4.2,4.2,4.0,3.6,3.2,3.2,2.8,2.8,2.8,2.7,2.7,2.7,2.9,3.1,3.2,3.3,3.7,4.0,4.2,4.4
35380,"New Orleans-Metairie, LA",35380,3.9,3.8,3.6,3.6,3.7,3.5,3.6,3.4,3.2,3.0,2.8,2.8,2.8,2.9,2.8,2.7,2.9,2.9,3.1,3.2,3.3,3.4,3.6,3.8,3.9,4.2,4.0,3.6,3.5,3.5,3.5,3.4,3.5,3.7,3.6,3.5,3.9,4.0,4.1,4.2,4.4,4.6,4.8,4.4,4.4
35840,"North Port-Bradenton-Sarasota, FL",35840,2.6,2.7,2.8,2.6,2.8,2.6,2.6,2.5,2.4,2.5,2.5,2.6,2.7,2.8,2.8,3.0,3.0,3.0,3.0,3.0,3.2,3.5,4.0,4.6,5.5,6.8,6.2,5.5,4.3,3.4,3.3,3.3,3.6,4.0,4.1,4.5,4.8,4.9,4.8,4.8,5.0,5.8,6.8,6.5,6.2
35620,"New York-Newark-Jersey City, NY-NJ",35620,3.7,3.6,3.7,3.7,3.9,4.3,4.6,5.0,5.1,4.7,4.4,4.3,4.2,4.2,4.1,3.9,4.0,3.8,3.9,4.0,4.4,4.8,5.7,6.4,6.9,7.5,7.4,7.1,6.5,5.7,6.0,5.8,5.8,5.8,5.8,5.6,5.4,5.4,5.3,5.3,5.6,6.6,6.9,6.8,7.3
36100,"Ocala, FL",36100,3.1,2.9,2.7,2.8,2.7,2.5,2.5,2.4,2.3,2.3,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.2,2.3,2.2,2.2,2.3,2.5,2.6,3.1,3.8,4.3,4.0,3.4,2.6,2.3,2.1,2.3,2.5,2.5,2.8,3.1,3.4,3.5,3.6,3.6,4.4,5.0,4.9,4.8
36220,"Odessa, TX",36220,2.1,2.0,2.1,2.3,2.4,2.5,2.6,2.5,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.0,1.9,1.8,1.8,1.7,1.7,1.7,1.8,1.8,1.8,1.9,2.0,2.2,2.2,2.3,2.2,2.1,2.1,2.1,2.1,2.2,2.3,2.4,2.4,2.6,2.7,2.7,2.8,2.7,2.9
36260,"Ogden, UT",36260,3.1,3.1,2.9,2.8,2.6,2.6,2.5,2.4,2.3,2.2,2.1,2.1,2.1,2.3,2.5,2.6,2.7,2.8,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.9,3.1,3.4,3.4,3.2,3.0,2.8,2.8,2.9,3.0,3.0,3.3,3.4,3.6,3.8,4.2,4.9,5.3,4.9,4.8
